@RELATION svmTutorialGenre0
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {BG-Noise,High-Volume,Low-Volume,Normal-Volume}

@DATA
0.041872,0.004981,2.901633,0.124002,0.166455,0.255733,0.010633,0.025672,-29.317401,2.050880,0.258802,0.208611,0.164612,0.161303,0.084529,0.054279,0.021567,-0.003805,-0.002995,0.025271,0.022598,0.007875,0.001828,0.083455,0.009154,0.040447,0.005395,0.147141,0.000987,0.002813,0.006625,0.021509,0.002318,0.052840,0.018257,0.006684,0.233661,0.016535,0.018953,0.140711,0.008148,0.025533,0.750231,0.314491,0.253113,0.240111,0.204470,0.180668,0.182583,0.185823,0.189858,0.175468,0.185159,0.173054,0.165705,0.010150,0.002184,0.058091,0.013273,0.031523,0.007080,0.085168,0.001526,0.003928,0.007547,0.019632,0.003782,0.017762,400.000000,0.126238,BG-Noise
0.054470,0.003162,2.999015,0.139895,0.149848,0.461585,0.011200,0.078696,-33.163775,1.596981,0.283490,-0.203852,0.040727,-0.029654,0.090853,-0.009666,0.098149,0.015937,0.034634,0.024992,0.016671,0.005067,0.003754,0.016762,0.004458,0.078386,0.004813,0.044772,0.001219,0.005609,0.009338,0.007201,0.003847,0.030523,0.051761,0.006015,0.256314,0.040777,0.023115,0.401315,0.009914,0.087007,1.899497,0.724689,0.622252,0.508737,0.335483,0.320668,0.260132,0.270134,0.243648,0.249638,0.240140,0.248035,0.235063,0.009318,0.008001,0.019405,0.008326,0.040121,0.009652,0.043476,0.002122,0.009652,0.013997,0.009810,0.007800,0.012187,240.000000,0.114071,BG-Noise
0.086650,0.001774,2.933101,0.161291,0.150475,0.721750,0.008973,0.131490,-31.093098,1.482301,0.239593,-0.191125,0.037483,0.023899,0.043510,-0.003899,0.068648,0.003317,0.036209,0.059048,0.031245,0.006251,0.003312,0.042620,0.006077,0.021554,0.006204,0.109726,0.001975,0.006860,0.011207,0.012205,0.004665,0.037185,0.062029,0.002600,0.296755,0.046297,0.024105,0.450251,0.006316,0.108247,2.076126,0.735550,0.602590,0.515196,0.328356,0.324996,0.280871,0.262835,0.254719,0.259895,0.250558,0.228405,0.239139,0.009893,0.005992,0.043794,0.009999,0.022986,0.010716,0.092013,0.003149,0.011131,0.015716,0.013440,0.008231,0.023975,300.000000,0.108743,BG-Noise
0.086333,0.001466,2.912828,0.162345,0.153611,0.707894,0.008731,0.129467,-31.487476,1.439504,0.205699,-0.169650,-0.006669,0.072462,0.017563,0.045457,0.060377,0.016404,0.049411,0.038767,-0.008792,0.006791,0.003801,0.045756,0.005520,0.022485,0.005284,0.114185,0.002163,0.005686,0.011159,0.013028,0.005059,0.038847,0.061752,0.002343,0.311525,0.045371,0.022983,0.422682,0.006239,0.107152,2.300737,0.666193,0.569629,0.509486,0.341330,0.313959,0.262824,0.254957,0.246231,0.253821,0.246845,0.240625,0.230877,0.010162,0.006360,0.045639,0.007841,0.022585,0.008056,0.095056,0.003767,0.009728,0.015260,0.014734,0.009201,0.024207,240.000000,0.108758,BG-Noise
0.041058,0.006863,3.100787,0.127006,0.145153,0.369774,0.012808,0.065614,-33.510490,1.415860,0.305335,-0.135323,0.087438,0.032376,0.047464,0.031375,0.056475,0.042958,0.040782,0.032587,0.012984,0.002841,0.001754,0.007575,0.002961,0.111272,0.002967,0.020675,0.001103,0.003774,0.005309,0.004449,0.002341,0.033998,0.044496,0.011711,0.186539,0.039610,0.020115,0.343924,0.015928,0.072643,1.892344,0.612469,0.475885,0.438370,0.291643,0.277192,0.245073,0.227698,0.224520,0.222051,0.229569,0.224670,0.202714,0.005415,0.003774,0.009309,0.005576,0.035204,0.006039,0.024272,0.002488,0.006770,0.008885,0.007582,0.004773,0.009466,300.000000,0.116107,BG-Noise
0.079427,0.002691,2.922277,0.156481,0.152157,0.658436,0.008919,0.115130,-30.463400,1.458249,0.233095,-0.193214,0.034390,-0.002125,0.069972,0.017508,0.102459,0.021342,0.014552,0.024523,0.009776,0.006694,0.003524,0.044756,0.005793,0.021746,0.005863,0.118892,0.001733,0.005805,0.011006,0.012904,0.005549,0.040344,0.056950,0.003954,0.294690,0.043263,0.023996,0.414001,0.006108,0.099564,2.040061,0.652777,0.605733,0.469610,0.336593,0.305640,0.251695,0.268506,0.243910,0.259183,0.246152,0.245112,0.242975,0.009926,0.006684,0.043809,0.008895,0.022140,0.010623,0.098211,0.003002,0.009685,0.014772,0.014854,0.010194,0.024438,300.000000,0.100287,BG-Noise
0.035968,0.003496,2.998185,0.131524,0.152951,0.321441,0.010572,0.049346,-34.267452,1.443993,0.302044,-0.016557,0.093397,0.073303,0.086956,0.076255,0.086882,0.058762,0.007122,0.045874,0.019575,0.003654,0.002357,0.012372,0.002348,0.108580,0.002797,0.039817,0.000672,0.001790,0.006108,0.005594,0.002581,0.036001,0.037061,0.007345,0.232478,0.030613,0.018238,0.270513,0.010812,0.056613,1.419800,0.501518,0.381966,0.363445,0.265216,0.243237,0.204492,0.215207,0.203298,0.190059,0.189881,0.186370,0.196501,0.006642,0.004664,0.013571,0.003738,0.029569,0.006213,0.043032,0.001266,0.003235,0.009946,0.007473,0.004833,0.009263,240.000000,0.108321,BG-Noise
0.031742,0.006719,3.127531,0.118640,0.147456,0.294494,0.011845,0.050591,-33.869754,1.528154,0.318389,-0.073594,0.083340,0.017423,0.072914,0.039467,0.087047,0.056312,0.015731,0.056985,0.011781,0.002543,0.001767,0.006877,0.002730,0.118978,0.002675,0.019664,0.000608,0.003020,0.005357,0.004868,0.002625,0.035494,0.035016,0.011573,0.175047,0.034625,0.019831,0.298360,0.015064,0.061486,1.523395,0.586261,0.486688,0.382972,0.291666,0.269392,0.228879,0.227935,0.217563,0.214631,0.208941,0.196789,0.197118,0.004682,0.003965,0.007304,0.005564,0.027275,0.005491,0.021764,0.001161,0.005578,0.007792,0.007904,0.005859,0.007017,240.000000,0.113855,BG-Noise
0.016498,0.003425,3.016636,0.120815,0.155866,0.171980,0.009221,0.017475,-35.417702,1.374864,0.356451,0.164503,0.176943,0.103366,0.073235,0.096883,0.043066,0.070807,0.024117,0.069731,0.041754,0.001443,0.000889,0.011438,0.000945,0.134471,0.001177,0.037022,0.000295,0.001004,0.002259,0.002587,0.000742,0.041138,0.016500,0.008897,0.194523,0.016887,0.015117,0.111780,0.010083,0.019049,0.598646,0.264450,0.217888,0.219201,0.169815,0.173902,0.171413,0.158584,0.161544,0.169522,0.168150,0.160354,0.156558,0.002214,0.001635,0.011891,0.001281,0.016670,0.001914,0.037534,0.000535,0.001513,0.003574,0.003030,0.001025,0.004944,300.000000,0.097755,BG-Noise
0.013232,0.006774,3.177788,0.102994,0.147647,0.140197,0.007875,0.021806,-35.132424,1.432822,0.356525,0.135167,0.147315,0.114245,0.062815,0.084813,0.049277,0.063257,0.031241,0.052039,0.051469,0.000922,0.000528,0.004750,0.001065,0.144094,0.001432,0.014680,0.000274,0.001477,0.002471,0.002086,0.000724,0.041420,0.013971,0.015739,0.121847,0.018038,0.015337,0.116692,0.012373,0.023495,0.799975,0.313328,0.253432,0.243268,0.206093,0.199868,0.185505,0.177078,0.169773,0.170351,0.160546,0.162386,0.157555,0.001380,0.000847,0.005530,0.001866,0.013478,0.002868,0.014809,0.000470,0.002978,0.003912,0.003240,0.001448,0.003286,300.000000,0.114996,BG-Noise
0.013250,0.006838,3.181150,0.104436,0.147873,0.131965,0.008066,0.020088,-35.156852,1.411810,0.361996,0.134127,0.152949,0.073577,0.060327,0.083306,0.056925,0.070650,0.043290,0.058800,0.047519,0.001789,0.000615,0.004123,0.000598,0.144068,0.000902,0.013264,0.000237,0.001710,0.002323,0.002653,0.001583,0.041481,0.016234,0.011952,0.118942,0.019436,0.015829,0.121205,0.010922,0.025362,0.841522,0.342255,0.257108,0.244983,0.198235,0.202200,0.179820,0.176128,0.174360,0.172043,0.158639,0.167015,0.160709,0.003649,0.001348,0.005250,0.001191,0.013829,0.001737,0.014146,0.000544,0.003350,0.003924,0.004421,0.003412,0.003452,300.000000,0.103093,BG-Noise
0.012034,0.003363,3.059787,0.118655,0.154969,0.127644,0.006884,0.009492,-35.650261,1.353362,0.335548,0.212727,0.186038,0.114387,0.081582,0.098492,0.064281,0.062538,0.043059,0.057733,0.048806,0.001116,0.000311,0.009050,0.000784,0.142290,0.000886,0.026980,0.000157,0.000801,0.001999,0.002637,0.001156,0.041406,0.014378,0.005851,0.162925,0.014771,0.012881,0.085572,0.006934,0.012998,0.516535,0.260617,0.199593,0.197088,0.171208,0.173895,0.161124,0.155827,0.150476,0.153686,0.156493,0.152127,0.148746,0.001774,0.000480,0.008752,0.001434,0.013374,0.001496,0.026020,0.000187,0.001322,0.002567,0.003344,0.002729,0.003240,240.000000,0.082734,BG-Noise
0.023120,0.006852,3.128423,0.111412,0.148254,0.208068,0.011570,0.035135,-34.222181,1.521710,0.245664,0.000926,0.105101,0.021862,0.059347,0.057370,0.081038,0.063612,0.020067,0.031375,0.026251,0.002784,0.002093,0.006900,0.001991,0.127187,0.002376,0.020183,0.000508,0.001875,0.003887,0.003802,0.002517,0.037912,0.029621,0.011847,0.165123,0.031281,0.018736,0.239071,0.014276,0.049888,1.392458,0.494942,0.429719,0.362782,0.252833,0.247593,0.220101,0.208059,0.205298,0.205465,0.206854,0.201173,0.193434,0.005553,0.004106,0.008625,0.003828,0.026676,0.005069,0.022038,0.000920,0.003462,0.006795,0.006381,0.005416,0.006537,300.000000,0.127206,BG-Noise
0.010135,0.010389,3.209327,0.092507,0.143287,0.105690,0.012346,0.015767,-34.927056,1.431562,0.287969,0.147470,0.173270,0.097557,0.075197,0.097499,0.085113,0.063723,0.032476,0.058430,0.041382,0.000967,0.000601,0.003854,0.000673,0.148937,0.000832,0.010712,0.000281,0.000915,0.001884,0.001853,0.000975,0.041954,0.013274,0.023376,0.112701,0.021873,0.017464,0.122939,0.021755,0.022826,1.228313,0.394892,0.320017,0.267880,0.207091,0.199793,0.187606,0.184490,0.180177,0.175077,0.162364,0.161920,0.162655,0.001872,0.001169,0.006034,0.001284,0.016572,0.001817,0.013254,0.000607,0.001714,0.003424,0.003499,0.002182,0.003945,240.000000,0.100318,BG-Noise
0.023643,0.010533,3.174241,0.104976,0.143477,0.216822,0.015303,0.036934,-34.108176,1.461568,0.261472,-0.006261,0.105710,0.044974,0.050745,0.067108,0.098362,0.032742,0.032689,0.048184,0.036362,0.001984,0.001550,0.004954,0.002061,0.133111,0.001823,0.014866,0.000575,0.001948,0.002653,0.002884,0.001745,0.038753,0.029829,0.017961,0.137658,0.033707,0.019412,0.253525,0.023783,0.051572,1.559403,0.560734,0.430091,0.355073,0.257512,0.254111,0.223529,0.217148,0.219482,0.215158,0.210054,0.204873,0.194110,0.003397,0.003381,0.006797,0.003846,0.023811,0.003617,0.020071,0.001283,0.003690,0.004567,0.005210,0.003675,0.006467,240.000000,0.124260,BG-Noise
0.016813,0.006648,3.180329,0.103391,0.147008,0.159391,0.008405,0.025578,-35.158415,1.472986,0.347259,0.115125,0.147159,0.068960,0.073706,0.080734,0.083591,0.048731,0.053166,0.057202,0.043082,0.001415,0.001097,0.004692,0.001247,0.140034,0.001212,0.014374,0.000309,0.001740,0.002981,0.002595,0.001357,0.040566,0.018237,0.011531,0.114607,0.021136,0.015923,0.144523,0.011551,0.029625,0.927095,0.405454,0.294974,0.272954,0.205233,0.206359,0.183030,0.180884,0.169293,0.171796,0.176232,0.171993,0.157708,0.002487,0.002535,0.005316,0.002515,0.015540,0.002796,0.016065,0.000764,0.003554,0.004344,0.003610,0.002789,0.004384,300.000000,0.113527,BG-Noise
0.078851,0.001736,2.944424,0.155133,0.152174,0.664601,0.009841,0.115644,-30.734933,1.549014,0.282770,-0.244755,0.038151,-0.050681,0.062207,0.017296,0.104450,0.032949,0.041102,0.019479,0.038215,0.007471,0.004481,0.043129,0.005685,0.020278,0.006232,0.117834,0.001477,0.006804,0.012947,0.013092,0.005921,0.040106,0.059998,0.002531,0.296241,0.044905,0.023656,0.449560,0.006970,0.104864,1.915790,0.712416,0.593704,0.484217,0.324957,0.334452,0.255644,0.278828,0.243703,0.266421,0.246073,0.243069,0.244997,0.011946,0.009008,0.042481,0.008771,0.021608,0.010931,0.095370,0.002358,0.010621,0.016900,0.015379,0.011535,0.023926,300.000000,0.105408,BG-Noise
0.056707,0.033544,2.938859,0.141157,0.157504,0.450231,0.007164,0.048968,-23.949937,1.301084,0.367559,0.333693,0.230355,0.153330,0.099606,0.098137,0.024277,0.049023,0.057701,0.081003,0.070853,0.002704,0.000735,0.074349,0.002840,0.035949,0.001632,0.214034,0.000730,0.001504,0.003631,0.012389,0.000913,0.066583,0.022619,0.024649,0.147583,0.011947,0.008279,0.197409,0.004726,0.048116,0.169055,0.159384,0.139740,0.146666,0.149855,0.123564,0.161980,0.143751,0.130187,0.156207,0.161095,0.138524,0.131379,0.002311,0.000657,0.055869,0.002546,0.030377,0.000973,0.121941,0.000684,0.001284,0.002899,0.009733,0.000628,0.026325,240.000000,0.170213,BG-Noise
0.167968,0.025444,2.681150,0.267794,0.196721,1.280544,0.011745,0.277653,-29.656865,0.808241,0.049771,-0.513787,-0.092714,-0.102819,-0.228561,-0.095787,-0.077522,-0.116166,-0.035501,-0.123723,0.009645,0.008213,0.005722,0.019422,0.011405,0.007981,0.028533,0.029891,0.003435,0.006531,0.007819,0.008541,0.005268,0.020244,0.114886,0.039767,0.604521,0.096078,0.040904,0.623930,0.009215,0.183135,5.448363,1.063405,0.807485,0.741185,0.451031,0.465850,0.411762,0.343226,0.383338,0.395490,0.424706,0.374303,0.356132,0.013722,0.009741,0.025761,0.018761,0.011907,0.033358,0.047491,0.006338,0.010951,0.012228,0.012887,0.009276,0.015755,171.428571,0.096562,High-Volume
0.144329,0.026761,2.749153,0.262990,0.211861,1.077820,0.011952,0.231903,-31.597538,0.864436,0.086634,-0.326085,-0.083837,-0.093767,-0.149461,-0.038999,-0.016443,-0.099249,-0.012765,-0.101658,0.016725,0.007322,0.004261,0.021201,0.009605,0.008313,0.046937,0.031087,0.002341,0.005039,0.006205,0.006886,0.004065,0.023761,0.108492,0.045986,0.527563,0.087799,0.039468,0.630136,0.010051,0.175300,5.203994,1.086272,0.721987,0.696524,0.431732,0.426565,0.384585,0.351440,0.342796,0.370134,0.393275,0.348364,0.302739,0.012891,0.007246,0.027946,0.015878,0.013458,0.036396,0.044442,0.003984,0.008923,0.011324,0.010062,0.007352,0.015131,200.000000,0.099379,High-Volume
0.165053,0.032506,2.708779,0.276326,0.205660,1.266627,0.010627,0.279967,-30.267912,0.756900,0.095636,-0.448583,-0.066486,-0.133756,-0.173774,-0.108560,-0.057205,-0.122804,-0.002972,-0.089739,0.070395,0.006361,0.004443,0.015524,0.010925,0.008063,0.040016,0.023929,0.002224,0.004838,0.006466,0.006950,0.004948,0.020557,0.115295,0.050071,0.553248,0.092223,0.038661,0.637629,0.009184,0.182169,5.392894,1.060954,0.758101,0.772009,0.435701,0.431745,0.395631,0.360969,0.377121,0.373937,0.407207,0.381418,0.313543,0.012104,0.008112,0.021942,0.019791,0.013260,0.037369,0.037259,0.003617,0.008547,0.010293,0.010309,0.009329,0.014687,200.000000,0.100000,High-Volume
0.151561,0.029012,2.734381,0.265876,0.206632,1.207495,0.011262,0.256173,-30.386125,0.715944,0.040145,-0.338510,-0.074443,-0.120782,-0.189352,-0.099767,-0.045761,-0.125091,-0.010577,-0.092322,0.042021,0.006278,0.004765,0.015461,0.009555,0.009424,0.043088,0.021669,0.002650,0.005157,0.006449,0.007565,0.004600,0.021025,0.106561,0.044793,0.521825,0.085373,0.036724,0.621086,0.010534,0.167440,5.179632,1.052506,0.779130,0.755241,0.429410,0.430086,0.414721,0.350853,0.354435,0.384346,0.401186,0.366470,0.325248,0.010869,0.008605,0.021771,0.016188,0.015963,0.035488,0.032942,0.004550,0.008252,0.010507,0.010941,0.008413,0.013738,240.000000,0.099642,High-Volume
0.182305,0.028042,2.736393,0.283225,0.202306,1.294596,0.011134,0.293534,-30.078438,0.833898,0.052386,-0.438674,-0.122613,-0.152958,-0.213695,-0.089327,-0.053427,-0.121196,0.000233,-0.110530,0.058929,0.006840,0.004976,0.016905,0.010239,0.008695,0.033067,0.024767,0.002832,0.005743,0.007610,0.007734,0.005458,0.019046,0.124281,0.043921,0.533895,0.106264,0.041280,0.632314,0.009129,0.193394,5.655511,1.113842,0.797674,0.775838,0.448766,0.457232,0.428212,0.357315,0.386318,0.404885,0.433136,0.392558,0.316877,0.012492,0.008732,0.022099,0.017109,0.013965,0.036730,0.036701,0.005364,0.009664,0.012335,0.011349,0.010992,0.013631,171.428571,0.095483,High-Volume
0.166125,0.026695,2.692383,0.271296,0.200061,1.274566,0.010723,0.277220,-30.187341,0.720331,0.092127,-0.420163,-0.078390,-0.113391,-0.198653,-0.106637,-0.093129,-0.104408,-0.038787,-0.118238,0.013569,0.007047,0.004745,0.017945,0.010390,0.009779,0.037319,0.023149,0.002782,0.005705,0.006787,0.006230,0.004674,0.019967,0.116451,0.044112,0.580202,0.092875,0.039593,0.637936,0.008582,0.184457,5.476333,1.033202,0.745714,0.760019,0.425431,0.441846,0.415343,0.365755,0.371959,0.386495,0.414804,0.374440,0.326440,0.012317,0.008543,0.024593,0.017201,0.016044,0.037275,0.030762,0.005034,0.009778,0.011758,0.008821,0.008940,0.014002,240.000000,0.103169,High-Volume
0.198342,0.018936,2.758341,0.283004,0.204139,1.462627,0.010007,0.292738,-30.559975,0.737175,0.112221,-0.453278,-0.099607,-0.132488,-0.216596,-0.055835,-0.010419,-0.121912,-0.001624,-0.134645,0.013885,0.010170,0.007288,0.026308,0.010678,0.008814,0.013207,0.039853,0.003759,0.006350,0.008256,0.011219,0.006353,0.020819,0.109394,0.030726,0.571442,0.091431,0.041753,0.597580,0.008805,0.177105,5.583291,1.057020,0.762640,0.755175,0.426812,0.431978,0.394125,0.349926,0.366672,0.386674,0.406035,0.385569,0.328661,0.015771,0.012588,0.030769,0.019141,0.012468,0.018188,0.047586,0.007332,0.010051,0.012929,0.013970,0.010809,0.015583,200.000000,0.101508,High-Volume
0.201652,0.022725,2.798669,0.293112,0.216311,1.442086,0.009689,0.280920,-31.561900,0.841951,0.159325,-0.386629,-0.096833,-0.140066,-0.217112,-0.059664,-0.014383,-0.080969,-0.007079,-0.070060,0.042268,0.008816,0.005321,0.028864,0.010479,0.009410,0.014460,0.052976,0.002728,0.006645,0.007561,0.012236,0.005724,0.023728,0.108039,0.036849,0.504119,0.087206,0.041537,0.572087,0.008128,0.181230,4.910942,0.971139,0.717791,0.704392,0.417841,0.421353,0.381509,0.341084,0.374186,0.401824,0.384709,0.359753,0.300683,0.014719,0.008808,0.032731,0.017375,0.013133,0.018290,0.056487,0.004473,0.011294,0.011606,0.015165,0.010104,0.017510,200.000000,0.093537,High-Volume
0.200011,0.022164,2.762554,0.285787,0.207585,1.432316,0.010122,0.289363,-30.553578,0.786225,0.077420,-0.439376,-0.114832,-0.148659,-0.234411,-0.064617,-0.018643,-0.100773,-0.001884,-0.092243,0.042911,0.008861,0.005637,0.025523,0.011470,0.011143,0.012179,0.044849,0.002438,0.006746,0.008895,0.012130,0.006053,0.022269,0.116466,0.035574,0.547065,0.096623,0.039771,0.597837,0.008510,0.185415,5.187423,1.010998,0.788161,0.728666,0.422834,0.417237,0.384297,0.361386,0.388388,0.405583,0.396312,0.370249,0.298281,0.016327,0.009599,0.030081,0.018842,0.017389,0.016500,0.049145,0.003591,0.010875,0.013695,0.015670,0.010638,0.016734,240.000000,0.088923,High-Volume
0.207293,0.021665,2.740524,0.293671,0.212084,1.476636,0.008946,0.295649,-31.370767,0.746670,0.117714,-0.339887,-0.085993,-0.076539,-0.227169,-0.041181,-0.008901,-0.092262,0.003376,-0.092609,0.058848,0.008743,0.005437,0.029211,0.009534,0.009559,0.013847,0.049930,0.002917,0.006837,0.007289,0.011168,0.005721,0.022705,0.114440,0.034584,0.567934,0.091890,0.040307,0.562647,0.007563,0.178415,5.501767,0.953526,0.734766,0.716427,0.428762,0.428470,0.393984,0.355778,0.387465,0.396291,0.374019,0.374676,0.293937,0.013791,0.008514,0.033525,0.014455,0.012794,0.018435,0.056194,0.004943,0.011595,0.010769,0.013689,0.009813,0.017185,171.428571,0.089313,High-Volume
0.195481,0.026048,2.756927,0.287822,0.214599,1.423345,0.009252,0.267079,-31.300955,0.743426,0.118770,-0.290675,-0.082099,-0.115236,-0.216170,-0.055360,-0.039046,-0.109108,0.008959,-0.123468,0.075557,0.007664,0.005676,0.032295,0.011331,0.010165,0.014792,0.052474,0.002217,0.005558,0.007629,0.011120,0.004923,0.023986,0.102492,0.041023,0.528598,0.085950,0.041212,0.561794,0.007113,0.168379,5.513715,1.001501,0.754408,0.723710,0.421624,0.433725,0.393148,0.351598,0.363860,0.390621,0.399703,0.368249,0.302706,0.011976,0.010633,0.038177,0.018368,0.014447,0.018783,0.060307,0.003696,0.008712,0.011375,0.014237,0.008173,0.018015,171.428571,0.091858,High-Volume
0.201581,0.027920,2.721395,0.290037,0.210425,1.463658,0.009168,0.288179,-30.588097,0.777537,0.034218,-0.377721,-0.057814,-0.163541,-0.216712,-0.059336,-0.019023,-0.111394,-0.006791,-0.150374,0.060651,0.008004,0.005419,0.031236,0.010997,0.011049,0.011639,0.047888,0.002748,0.005497,0.009289,0.011376,0.006684,0.023131,0.111853,0.042572,0.572564,0.093200,0.040839,0.558867,0.007248,0.177703,5.780306,0.991498,0.774635,0.742031,0.447578,0.447296,0.409719,0.349791,0.376316,0.408238,0.398955,0.362397,0.307454,0.012850,0.008752,0.037307,0.018463,0.017107,0.014352,0.053269,0.004390,0.008307,0.013883,0.015148,0.012096,0.016973,200.000000,0.090769,High-Volume
0.205262,0.025951,2.765566,0.297752,0.217428,1.442962,0.009607,0.279356,-31.250977,0.818526,0.088060,-0.339248,-0.112188,-0.173809,-0.193286,-0.053413,0.009337,-0.079852,0.019118,-0.084996,0.072134,0.008296,0.005630,0.032882,0.009901,0.010261,0.014337,0.051575,0.002365,0.006222,0.007823,0.011249,0.005893,0.024130,0.110914,0.042291,0.541611,0.092018,0.042293,0.578922,0.008074,0.180865,5.586807,0.997186,0.714695,0.759955,0.449568,0.453768,0.380884,0.373047,0.387919,0.409377,0.390771,0.364378,0.272962,0.014288,0.009710,0.037124,0.017059,0.014655,0.019143,0.058853,0.003821,0.010250,0.011946,0.015129,0.010516,0.017821,240.000000,0.089560,High-Volume
0.214872,0.026913,2.754362,0.305368,0.215893,1.521717,0.008288,0.298860,-31.251671,0.645060,0.133576,-0.311565,-0.065337,-0.129991,-0.201752,-0.031760,-0.016855,-0.086736,0.012648,-0.086309,0.074907,0.007718,0.004785,0.030825,0.009595,0.009908,0.013396,0.053223,0.002125,0.004843,0.007202,0.010831,0.005345,0.023716,0.114903,0.043036,0.557799,0.090549,0.039695,0.542135,0.006532,0.180591,5.215485,0.930324,0.687681,0.716367,0.417490,0.428988,0.382597,0.345443,0.389715,0.399288,0.379816,0.345856,0.287219,0.013821,0.008020,0.037649,0.015377,0.014938,0.018181,0.054439,0.002918,0.007726,0.010620,0.013165,0.009539,0.017949,171.428571,0.095561,High-Volume
0.208239,0.025004,2.755271,0.295750,0.213972,1.467233,0.009099,0.285347,-31.140068,0.751393,0.086768,-0.305688,-0.056703,-0.144389,-0.236382,-0.077430,-0.028270,-0.091676,0.042486,-0.062553,0.086001,0.006837,0.005476,0.031226,0.009291,0.009910,0.013307,0.049730,0.002413,0.006495,0.008124,0.011293,0.005455,0.023096,0.113483,0.040834,0.540545,0.091524,0.041157,0.551768,0.007403,0.174223,5.488154,0.938512,0.722095,0.715397,0.439269,0.455228,0.416859,0.374988,0.361330,0.406490,0.392472,0.362477,0.286362,0.010602,0.010025,0.037567,0.014800,0.014720,0.016502,0.054161,0.003922,0.011150,0.012605,0.013801,0.009289,0.016989,300.000000,0.084631,High-Volume
0.208456,0.028558,2.769286,0.300314,0.216124,1.480529,0.009206,0.288706,-31.576851,0.660318,0.151516,-0.309626,-0.052437,-0.130043,-0.201231,-0.015334,-0.002238,-0.079050,0.033566,-0.106631,0.070802,0.007601,0.004781,0.032733,0.009348,0.008605,0.013365,0.055559,0.002320,0.005678,0.007149,0.010537,0.006384,0.024558,0.109634,0.048073,0.564018,0.087188,0.044290,0.577733,0.008265,0.180949,6.327340,1.016014,0.689267,0.783646,0.432420,0.454356,0.382041,0.375339,0.379516,0.391692,0.403667,0.374169,0.293356,0.012876,0.008376,0.040655,0.015575,0.012199,0.018222,0.064904,0.004324,0.009607,0.010782,0.013027,0.012503,0.019843,200.000000,0.086594,High-Volume
