@RELATION svmMusicGenre0
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {beat,speechEmotion}

@DATA
0.071492,0.009772,2.751796,0.178447,0.213117,0.490502,0.024694,0.108875,-29.424653,2.489427,0.294426,0.522071,0.018337,0.038943,0.342713,-0.047171,0.091991,0.205707,-0.051147,0.144313,0.013305,0.009628,0.002274,0.081306,0.009159,0.032816,0.003576,0.074168,0.001682,0.004259,0.004914,0.048418,0.002389,0.043272,0.076477,0.011770,0.429646,0.083085,0.046517,0.539511,0.019593,0.143457,3.608435,0.986819,0.680252,0.420125,0.383908,0.293831,0.301437,0.299265,0.184319,0.224908,0.187325,0.182794,0.167766,0.011519,0.004053,0.059356,0.013382,0.037189,0.003820,0.082382,0.003132,0.005397,0.005010,0.040780,0.003065,0.017486,400.000000,0.096591,speechEmotion
0.068666,0.011984,2.829938,0.208457,0.236491,0.467894,0.031584,0.110554,-29.293791,2.222015,0.481109,0.427897,0.059494,0.058117,0.317490,0.163203,0.125418,-0.044777,-0.122613,0.120132,-0.056575,0.006094,0.002249,0.043826,0.004186,0.009461,0.003355,0.104380,0.000644,0.001815,0.021920,0.060706,0.001524,0.040920,0.073887,0.010864,0.344177,0.094862,0.031026,0.453560,0.028306,0.155040,1.717753,0.739233,0.648426,0.412477,0.302305,0.208663,0.247484,0.233242,0.190609,0.180391,0.184618,0.189495,0.181885,0.007256,0.003339,0.036592,0.005094,0.009450,0.003371,0.082450,0.001206,0.002704,0.025619,0.034859,0.001818,0.016617,240.000000,0.100000,speechEmotion
0.100272,0.011768,2.872206,0.207499,0.222529,0.626548,0.026026,0.158988,-27.897711,2.390676,0.263797,0.361693,-0.029172,-0.025214,0.448053,0.053688,-0.014025,-0.131749,-0.092947,0.124401,-0.131482,0.016118,0.002330,0.031226,0.008509,0.010863,0.004865,0.055496,0.001027,0.002751,0.038160,0.063052,0.002424,0.034872,0.105398,0.010819,0.374219,0.100234,0.033327,0.543917,0.020471,0.175491,2.628886,0.982308,0.670524,0.451836,0.411361,0.305998,0.287508,0.245218,0.211156,0.267804,0.238551,0.183321,0.201643,0.027934,0.002816,0.024037,0.010766,0.013503,0.004970,0.065494,0.001200,0.002865,0.052373,0.040786,0.004015,0.017303,300.000000,0.164474,speechEmotion
0.116026,0.022621,2.792537,0.257497,0.251040,0.730649,0.024910,0.177911,-28.876991,1.717704,0.728091,0.380548,0.049899,0.161549,0.228623,-0.056040,0.061729,-0.034932,-0.118275,-0.009085,-0.268207,0.015243,0.001164,0.032288,0.003448,0.003922,0.001462,0.069047,0.000671,0.000948,0.017300,0.089948,0.002525,0.041127,0.124871,0.039295,0.488279,0.116735,0.037178,0.827496,0.021274,0.264860,3.530523,1.063721,0.555166,0.400751,0.306113,0.258760,0.215874,0.237109,0.222174,0.230561,0.265887,0.196973,0.252452,0.020177,0.002328,0.036464,0.005571,0.003477,0.001677,0.091878,0.001257,0.001085,0.028979,0.066359,0.003488,0.022654,240.000000,0.105528,speechEmotion
0.091077,0.011588,2.817309,0.191622,0.212192,0.640221,0.021565,0.142015,-28.794638,2.373030,0.367050,0.019573,0.046509,0.074487,0.204278,-0.007893,0.128781,0.176181,-0.093194,0.171605,-0.092565,0.013116,0.004250,0.064391,0.007316,0.024814,0.004244,0.069304,0.001709,0.005757,0.008638,0.038236,0.004286,0.034719,0.115274,0.014009,0.360637,0.097208,0.035184,0.758628,0.021151,0.189045,3.887606,1.188733,0.774542,0.451784,0.400905,0.300582,0.380187,0.251601,0.228083,0.212666,0.254888,0.219863,0.199870,0.015452,0.006835,0.052272,0.010764,0.028836,0.004784,0.072172,0.002473,0.006915,0.013181,0.036488,0.006589,0.020370,171.428571,0.127389,speechEmotion
0.062641,0.012745,2.949660,0.190456,0.215555,0.400069,0.032743,0.091000,-29.329188,2.261873,-0.125317,-0.053552,-0.218011,0.038221,0.168780,0.078536,0.037451,-0.190638,-0.240346,0.054075,-0.065981,0.013906,0.003144,0.021850,0.016931,0.020198,0.011723,0.032798,0.001812,0.005585,0.017516,0.060331,0.005886,0.032792,0.067641,0.011400,0.372434,0.071274,0.029529,0.389543,0.014975,0.118840,2.592173,0.734391,0.562971,0.384155,0.302887,0.183290,0.230624,0.216588,0.227087,0.243463,0.193540,0.203598,0.200686,0.021706,0.004738,0.021926,0.025837,0.023581,0.021835,0.027631,0.003016,0.008023,0.020402,0.026082,0.011960,0.009476,200.000000,0.141176,speechEmotion
0.140099,0.025273,2.850618,0.253799,0.226039,0.784757,0.017549,0.191218,-26.929794,1.912477,0.962052,-0.009405,-0.281113,-0.025866,-0.037305,-0.068499,0.112721,-0.137695,-0.139063,-0.052813,-0.187651,0.023657,0.004161,0.024735,0.010483,0.020718,0.016365,0.052562,0.000828,0.004390,0.025618,0.029173,0.005427,0.032735,0.129256,0.024971,0.576049,0.108071,0.031102,0.694132,0.012986,0.217486,3.191171,1.175505,0.651020,0.427934,0.395671,0.261651,0.288340,0.335916,0.242124,0.249641,0.296813,0.261517,0.342138,0.035717,0.006485,0.033338,0.015128,0.031214,0.024359,0.060018,0.001452,0.009408,0.033630,0.038646,0.012360,0.017885,240.000000,0.152941,speechEmotion
0.122466,0.015562,2.960327,0.224760,0.209176,0.880069,0.016298,0.208625,-27.375507,1.877247,0.489328,0.225785,-0.408635,0.166994,0.234693,-0.338874,0.157809,-0.145290,-0.170331,-0.039026,-0.136640,0.018321,0.002203,0.015620,0.007687,0.009158,0.006746,0.038710,0.001558,0.009088,0.051376,0.029824,0.003909,0.027769,0.107289,0.016212,0.394110,0.092154,0.040496,0.654495,0.013253,0.196802,3.506814,0.970995,0.867646,0.566033,0.530804,0.275914,0.252590,0.343058,0.283709,0.377696,0.354765,0.271886,0.309997,0.032633,0.002355,0.020963,0.011747,0.010001,0.009008,0.041970,0.001863,0.013765,0.040803,0.035924,0.005372,0.014421,240.000000,0.173077,speechEmotion
0.121149,0.027081,2.854065,0.222278,0.207597,0.866435,0.016684,0.207676,-26.274230,1.700855,0.373297,0.433548,0.057942,0.159522,0.312676,0.073440,0.010570,0.277058,-0.094776,0.209075,-0.022104,0.007865,0.002073,0.047141,0.004746,0.010741,0.004473,0.048174,0.002610,0.004621,0.018814,0.089730,0.001910,0.037154,0.106987,0.027066,0.348170,0.103218,0.030767,0.736841,0.014750,0.194876,2.579410,1.239663,0.855596,0.497321,0.431261,0.315899,0.385528,0.359553,0.318020,0.282225,0.215972,0.169257,0.160269,0.012284,0.003101,0.046549,0.005445,0.013232,0.008654,0.045984,0.004479,0.003978,0.022445,0.081947,0.002064,0.019222,171.428571,0.189189,speechEmotion
0.090816,0.034766,2.835263,0.204108,0.219733,0.416900,0.045734,0.115474,-27.738121,2.607090,0.328674,0.018118,-0.237849,0.019404,0.230619,-0.004231,-0.001566,-0.185736,-0.197781,-0.039408,-0.163749,0.030618,0.004365,0.043985,0.022210,0.014984,0.012200,0.057573,0.001438,0.004451,0.008360,0.041345,0.003521,0.040041,0.116710,0.036731,0.472465,0.128094,0.045735,0.474961,0.045781,0.168267,3.914115,1.032004,0.592299,0.344609,0.393303,0.305588,0.263465,0.242578,0.291945,0.212312,0.289473,0.324961,0.321803,0.048382,0.006693,0.046399,0.030852,0.019266,0.027461,0.087116,0.003096,0.006587,0.014712,0.045428,0.006980,0.020555,171.428571,0.173913,speechEmotion
0.109287,0.016172,2.726705,0.209790,0.210831,0.779520,0.018836,0.186825,-28.185646,2.098056,0.440839,0.486647,-0.024455,-0.166254,0.226318,0.143937,0.080809,0.281714,-0.108113,0.136278,0.063561,0.011921,0.003089,0.074133,0.004927,0.027033,0.006695,0.060593,0.001312,0.004949,0.006649,0.038495,0.003487,0.034469,0.104738,0.018445,0.445395,0.104407,0.035080,0.671993,0.016977,0.195309,2.934792,1.153695,0.625409,0.350761,0.348454,0.233248,0.304370,0.202490,0.202171,0.186664,0.173854,0.160434,0.145043,0.012435,0.005396,0.053186,0.004862,0.028396,0.007855,0.038938,0.001982,0.004214,0.007099,0.032052,0.003854,0.015166,200.000000,0.119658,speechEmotion
0.111702,0.021041,2.848558,0.234846,0.227593,0.761222,0.016446,0.166208,-29.550193,1.742212,0.416361,0.253999,-0.038402,-0.074498,0.164727,0.188584,-0.001037,0.233408,-0.059957,0.184541,0.005060,0.006999,0.004476,0.033969,0.005258,0.018879,0.005075,0.106607,0.001185,0.003519,0.009095,0.056190,0.001982,0.042834,0.062207,0.022457,0.316450,0.068647,0.025009,0.511730,0.010421,0.118192,2.282738,0.946712,0.514299,0.298423,0.308573,0.210088,0.286249,0.164752,0.184330,0.180217,0.155402,0.118762,0.128280,0.009209,0.011741,0.036428,0.006860,0.022090,0.006142,0.047231,0.001549,0.003311,0.014145,0.037652,0.002458,0.012910,150.000000,0.155172,speechEmotion
0.071840,0.013332,2.883357,0.179868,0.217305,0.453671,0.013162,0.108167,-29.389471,2.631521,0.801239,0.188790,-0.293773,-0.046225,0.333997,0.077675,0.097237,0.187882,0.046102,0.103141,-0.172325,0.012341,0.003037,0.036951,0.006571,0.015249,0.006998,0.061060,0.000544,0.004462,0.015085,0.084751,0.004113,0.034055,0.081683,0.012977,0.278033,0.077107,0.024511,0.599099,0.006818,0.152146,1.637552,0.870024,0.390550,0.274883,0.269225,0.235487,0.239181,0.216123,0.188921,0.143023,0.149086,0.119571,0.083573,0.011558,0.004228,0.024279,0.009415,0.012677,0.009161,0.025842,0.000663,0.006832,0.015364,0.029191,0.005116,0.008175,300.000000,0.153846,speechEmotion
0.113718,0.026522,2.858377,0.191523,0.195724,0.571540,0.015450,0.159905,-26.026957,2.831448,0.433826,0.021401,-0.314827,-0.174397,0.439932,0.129181,0.057369,0.207307,0.149610,0.037980,-0.023087,0.016422,0.004103,0.044140,0.007058,0.010997,0.007228,0.040806,0.000832,0.008147,0.030109,0.062398,0.006373,0.031006,0.132353,0.026504,0.325849,0.126109,0.057041,0.772243,0.010855,0.229147,3.312482,1.386191,0.588348,0.377758,0.255455,0.296170,0.420481,0.292864,0.247269,0.187784,0.207293,0.152016,0.192039,0.018747,0.005151,0.044814,0.008296,0.012294,0.008655,0.061076,0.000888,0.007817,0.029120,0.043124,0.006298,0.017418,200.000000,0.183673,speechEmotion
0.080538,0.018310,2.993469,0.181020,0.202310,0.535397,0.017488,0.128875,-26.340103,2.547728,0.237897,0.506939,0.052005,-0.099276,0.021286,-0.313531,-0.003418,-0.187661,0.066790,0.071808,-0.002395,0.006464,0.001957,0.012353,0.003619,0.034708,0.038854,0.086734,0.001624,0.009489,0.022031,0.027616,0.002244,0.036187,0.079592,0.016229,0.353475,0.082499,0.038289,0.422214,0.011454,0.174325,3.009139,0.813717,0.762727,0.314438,0.277098,0.322265,0.327863,0.357379,0.240699,0.282856,0.226912,0.304261,0.206703,0.007366,0.002713,0.015936,0.003117,0.041410,0.040271,0.065298,0.002631,0.012942,0.026633,0.040933,0.002617,0.014378,133.333333,0.176471,speechEmotion
0.163924,0.004950,2.891527,0.276649,0.218766,1.313486,0.027458,0.294844,-30.679180,0.839968,0.370054,-0.478428,-0.187700,-0.162440,-0.273218,-0.207884,-0.227920,0.069465,0.019487,0.114091,-0.161770,0.009831,0.002154,0.018864,0.019395,0.012337,0.009577,0.021287,0.003697,0.008723,0.019475,0.028287,0.004336,0.025174,0.120862,0.009670,0.484704,0.092746,0.035865,0.782572,0.028445,0.209548,4.604332,1.375875,0.671645,0.732202,0.401710,0.392190,0.380997,0.309940,0.425504,0.427450,0.431470,0.376362,0.302024,0.020135,0.002519,0.029424,0.039161,0.019606,0.016803,0.037279,0.006885,0.013917,0.032047,0.039864,0.008377,0.018693,200.000000,0.139785,speechEmotion
0.203411,0.007902,2.850359,0.309910,0.218012,1.642792,0.013709,0.353156,-27.774979,0.448619,-0.106014,-0.288702,-0.195649,-0.361994,-0.093928,-0.186009,-0.046922,-0.076704,-0.103742,0.137877,-0.066953,0.007506,0.007436,0.010637,0.009811,0.021060,0.013617,0.013391,0.003633,0.006723,0.013490,0.012033,0.006830,0.016466,0.134489,0.010732,0.532559,0.107185,0.036055,0.665551,0.012014,0.224117,3.280792,1.119116,0.864331,0.661363,0.480135,0.468021,0.393310,0.432171,0.466743,0.390318,0.364851,0.415067,0.324982,0.009511,0.010385,0.017414,0.012316,0.031852,0.020393,0.018414,0.004708,0.008466,0.020268,0.012984,0.009217,0.012118,120.000000,0.150943,speechEmotion
0.158041,0.010114,2.584469,0.257490,0.207264,1.004463,0.020890,0.258250,-28.461686,1.493889,0.147080,-0.144023,-0.139244,0.018288,-0.181787,0.039249,0.007494,-0.037180,-0.216346,-0.066028,-0.174384,0.024054,0.005361,0.025737,0.012751,0.017591,0.012370,0.036764,0.002609,0.005138,0.016546,0.027834,0.009494,0.024849,0.150380,0.011686,0.653713,0.135228,0.044053,0.691922,0.015476,0.235706,3.258769,1.392857,0.934038,0.523428,0.560507,0.308204,0.362621,0.343294,0.328753,0.263106,0.266181,0.317672,0.324547,0.030941,0.008604,0.034706,0.018953,0.024410,0.018769,0.054922,0.005510,0.008706,0.020809,0.027843,0.016953,0.017084,200.000000,0.138889,speechEmotion
0.222924,0.007376,2.795296,0.321805,0.217689,1.588273,0.013736,0.380740,-28.702381,0.409103,0.175099,-0.699195,-0.365902,-0.255037,-0.393983,-0.075164,-0.169829,-0.080030,0.111797,0.093294,0.013786,0.010587,0.004684,0.011516,0.014584,0.011406,0.009906,0.012296,0.004249,0.011331,0.012090,0.018522,0.007127,0.016988,0.149339,0.010920,0.467726,0.121588,0.035663,0.753244,0.009228,0.245280,3.429678,1.425825,0.867804,0.568768,0.465588,0.345922,0.365613,0.390383,0.489978,0.443322,0.456419,0.415995,0.298979,0.016050,0.008585,0.015904,0.025269,0.016004,0.015297,0.016816,0.009260,0.019778,0.019505,0.025551,0.012744,0.011581,200.000000,0.149533,speechEmotion
0.104704,0.005876,2.888036,0.214373,0.208375,0.751651,0.025153,0.184677,-29.360450,1.902717,-0.156387,0.000627,-0.180682,-0.135672,-0.047682,-0.138931,-0.104476,-0.084490,-0.106471,-0.026638,-0.188338,0.025718,0.004213,0.029889,0.016608,0.012229,0.008179,0.087718,0.004117,0.008710,0.014845,0.021931,0.009907,0.040505,0.107036,0.009051,0.460389,0.120563,0.045533,0.615541,0.017826,0.213972,3.676521,1.211888,0.895000,0.483137,0.463559,0.409915,0.326472,0.365176,0.415560,0.419418,0.326172,0.320457,0.320253,0.026867,0.006662,0.033170,0.025158,0.023126,0.013224,0.092027,0.007155,0.014017,0.021238,0.030578,0.015577,0.024019,171.428571,0.114583,speechEmotion
0.170680,0.007783,2.911274,0.296495,0.228472,1.351379,0.018848,0.316608,-29.289646,0.682872,-0.188104,-0.107376,-0.262444,-0.399154,-0.073133,-0.317671,-0.170553,-0.038510,-0.101777,0.030300,-0.107703,0.010958,0.002621,0.012835,0.015203,0.022857,0.019333,0.015592,0.001813,0.006649,0.012308,0.027811,0.004685,0.023217,0.114078,0.009628,0.435401,0.088715,0.039977,0.712309,0.020974,0.222861,3.299291,1.241344,0.920309,0.682848,0.447762,0.408861,0.394434,0.362647,0.472197,0.446240,0.415920,0.348462,0.411268,0.024642,0.005458,0.020389,0.024793,0.038128,0.032856,0.026153,0.002079,0.010582,0.018697,0.037023,0.007864,0.017102,200.000000,0.100000,speechEmotion
0.134895,0.010563,2.688223,0.228508,0.209042,0.985642,0.017084,0.228773,-27.674867,1.890190,-0.027260,0.189684,-0.073978,-0.036115,0.040545,-0.013271,0.002252,0.040058,-0.210962,-0.022080,-0.132659,0.019797,0.003669,0.028151,0.011015,0.016884,0.008917,0.039752,0.003403,0.006698,0.020366,0.036542,0.007319,0.024633,0.122754,0.014351,0.517651,0.112460,0.044230,0.695745,0.010153,0.216471,3.445729,1.178360,1.009393,0.525284,0.477048,0.401349,0.438351,0.342872,0.260122,0.277402,0.296858,0.258435,0.245921,0.030305,0.004160,0.034977,0.014773,0.019473,0.012566,0.039297,0.006328,0.008944,0.022043,0.036738,0.009087,0.012939,300.000000,0.118644,speechEmotion
0.168739,0.005706,2.932173,0.300677,0.228049,1.415883,0.017345,0.328406,-29.627585,0.455156,-0.129265,-0.169238,-0.246543,-0.388424,-0.214470,-0.251757,-0.049273,0.060029,-0.048731,0.017614,-0.137762,0.012046,0.004370,0.015053,0.009874,0.010233,0.016559,0.019927,0.002675,0.012728,0.012693,0.017270,0.010299,0.022230,0.095498,0.007120,0.448616,0.074497,0.043575,0.670436,0.010509,0.204842,3.583210,1.167695,0.753120,0.744646,0.442540,0.349399,0.460044,0.398986,0.464731,0.427646,0.501841,0.414643,0.312921,0.024076,0.009931,0.033206,0.019894,0.014949,0.038767,0.034255,0.003622,0.021178,0.018086,0.025447,0.019105,0.018114,300.000000,0.090090,speechEmotion
0.144238,0.011067,2.712194,0.249865,0.207358,1.089938,0.024493,0.266007,-27.932710,1.502501,-0.136683,-0.232203,-0.182921,-0.028010,-0.183783,-0.117437,-0.196057,-0.236653,-0.340854,-0.022719,-0.090152,0.018818,0.005642,0.022653,0.017881,0.026855,0.014783,0.035457,0.004618,0.007544,0.013461,0.016321,0.006390,0.025001,0.141964,0.014894,0.568383,0.138704,0.047243,0.742633,0.025126,0.265946,4.384849,1.081280,1.259796,0.580198,0.532975,0.345418,0.366353,0.340142,0.371621,0.390823,0.397465,0.329272,0.386368,0.034368,0.008570,0.028804,0.019431,0.035255,0.020794,0.067295,0.009819,0.010175,0.024160,0.020434,0.010079,0.021225,150.000000,0.157895,speechEmotion
0.125991,0.010320,2.832702,0.246211,0.228757,1.003399,0.025048,0.222455,-27.754698,1.458734,-0.409501,-0.200956,-0.458027,-0.384533,-0.226564,-0.322529,0.029998,0.063556,0.192837,0.069333,-0.062077,0.015930,0.006862,0.017085,0.010659,0.009584,0.012792,0.040715,0.004760,0.021348,0.012777,0.018899,0.008892,0.025578,0.099497,0.011936,0.493505,0.096574,0.045476,0.707390,0.020863,0.222022,3.649768,1.015419,0.864388,0.640296,0.479883,0.418236,0.400540,0.437331,0.532203,0.426631,0.479931,0.409430,0.292320,0.023663,0.012097,0.019412,0.015770,0.012616,0.018597,0.059516,0.008272,0.026576,0.021581,0.025024,0.017072,0.015777,240.000000,0.127119,speechEmotion
0.189025,0.008907,2.558150,0.297674,0.220774,1.396793,0.014639,0.344969,-28.297991,0.933791,0.217163,-0.217876,-0.295332,-0.068358,0.166152,0.019773,-0.000979,0.035555,-0.143040,-0.021134,-0.182124,0.021774,0.008128,0.020650,0.009078,0.008996,0.005631,0.024382,0.002928,0.007003,0.020376,0.023954,0.008339,0.019534,0.159039,0.014466,0.604822,0.127048,0.028788,0.780033,0.012435,0.248069,3.622323,1.334931,0.968639,0.645788,0.591192,0.332200,0.433121,0.285928,0.302554,0.299520,0.295494,0.285275,0.312671,0.026338,0.014731,0.028169,0.013158,0.013013,0.008073,0.038937,0.004144,0.011189,0.027608,0.025845,0.011117,0.016065,200.000000,0.104167,speechEmotion
0.142131,0.007868,2.831588,0.274558,0.219315,1.244503,0.019368,0.324313,-28.341280,1.147833,0.216910,-0.583210,-0.329092,-0.261391,-0.131980,-0.089525,-0.388363,-0.276073,-0.263812,0.228068,0.091472,0.010745,0.004605,0.020374,0.019976,0.035886,0.020733,0.023336,0.002011,0.006149,0.009157,0.012704,0.007671,0.024720,0.110655,0.010895,0.504660,0.105122,0.033621,0.785360,0.017587,0.225590,3.963245,1.327603,0.651566,0.782222,0.403414,0.397350,0.386035,0.372050,0.428429,0.380289,0.550305,0.388394,0.341499,0.017162,0.007830,0.031386,0.030032,0.057599,0.025744,0.040679,0.003101,0.010127,0.017798,0.023219,0.014335,0.015553,240.000000,0.111111,speechEmotion
0.141750,0.011909,2.863779,0.247451,0.220825,1.046320,0.019155,0.222865,-28.010662,0.982508,-0.644478,-0.097324,-0.532202,-0.260950,-0.186514,-0.304234,-0.267136,0.004370,0.176039,0.252074,-0.086012,0.009443,0.003887,0.013025,0.012555,0.016268,0.020650,0.034929,0.007031,0.022294,0.008457,0.012477,0.003521,0.022637,0.092277,0.015331,0.427398,0.086390,0.042279,0.676284,0.014691,0.185775,3.256855,1.215434,0.827019,0.605490,0.449333,0.525247,0.465837,0.384552,0.434404,0.384253,0.372147,0.394673,0.272973,0.018986,0.006296,0.017327,0.018873,0.023648,0.035117,0.037328,0.007600,0.027460,0.010429,0.019883,0.004288,0.013496,133.333333,0.125000,speechEmotion
0.166187,0.003379,2.749118,0.278445,0.228300,1.277119,0.021558,0.292677,-30.427279,1.020130,0.116752,0.003468,-0.120801,-0.231478,0.346257,0.035246,-0.128920,0.007651,-0.142766,0.094362,-0.128712,0.015992,0.005781,0.030112,0.008005,0.018015,0.009753,0.034157,0.002855,0.004843,0.011738,0.031188,0.006976,0.023479,0.145704,0.006619,0.433196,0.115295,0.037611,0.833656,0.030440,0.248054,3.954202,1.329171,0.778273,0.474622,0.524869,0.335659,0.369556,0.320417,0.330258,0.284722,0.238830,0.264476,0.292554,0.024789,0.012449,0.037536,0.010710,0.026140,0.011848,0.043632,0.004632,0.005718,0.014162,0.040935,0.011357,0.017788,200.000000,0.133929,speechEmotion
0.128125,0.012858,2.766550,0.237395,0.209135,1.056346,0.017068,0.243906,-27.807176,1.540191,0.219886,-0.242762,-0.209522,-0.111909,-0.205747,-0.023951,-0.179745,-0.062188,-0.298530,-0.008078,-0.074511,0.020976,0.006420,0.026309,0.014006,0.019951,0.021607,0.029366,0.003966,0.006659,0.011419,0.022182,0.009023,0.022668,0.101442,0.018714,0.537466,0.093978,0.039506,0.590055,0.010296,0.182290,4.452046,1.045938,0.808150,0.568289,0.442739,0.417488,0.410606,0.373462,0.310027,0.315777,0.351023,0.323531,0.405274,0.028238,0.010071,0.037646,0.016090,0.023702,0.038123,0.034438,0.006960,0.009053,0.013354,0.031481,0.017052,0.013095,171.428571,0.138889,speechEmotion
0.146605,0.009698,2.849304,0.278031,0.234138,1.204463,0.017125,0.280412,-28.449947,1.211827,-0.269103,-0.053786,-0.258896,-0.395319,-0.120662,-0.221513,-0.103188,-0.122571,0.117728,0.121182,-0.080642,0.010010,0.005758,0.024735,0.012424,0.012177,0.013579,0.034171,0.003211,0.017203,0.013454,0.017593,0.004634,0.023650,0.108959,0.014824,0.393091,0.092578,0.036032,0.698392,0.010400,0.212290,3.641919,1.131314,0.903887,0.653944,0.459849,0.406010,0.389418,0.349385,0.363456,0.410339,0.353312,0.412115,0.352094,0.015737,0.012248,0.037790,0.018934,0.019867,0.022734,0.049819,0.004941,0.033731,0.020870,0.023732,0.007253,0.017426,240.000000,0.098214,speechEmotion
0.180272,0.015263,2.689671,0.295590,0.222361,1.256720,0.018464,0.311500,-28.138083,0.984958,-0.225772,-0.290308,-0.293374,-0.357015,-0.093619,-0.168177,-0.076527,-0.130907,0.020437,0.059987,-0.083007,0.011416,0.008114,0.020725,0.018672,0.011513,0.008042,0.020080,0.003197,0.008848,0.011493,0.022601,0.006278,0.019161,0.160738,0.022897,0.533098,0.132985,0.034346,0.758890,0.016767,0.260846,4.739759,1.208744,1.070712,0.611013,0.504209,0.476572,0.401332,0.386467,0.380723,0.438991,0.505940,0.340298,0.310825,0.019304,0.014398,0.024785,0.035741,0.015923,0.013112,0.035098,0.006161,0.014238,0.017730,0.031884,0.009098,0.014651,171.428571,0.158333,speechEmotion
0.142866,0.002272,2.656354,0.226951,0.214737,0.876573,0.018078,0.190375,-31.301090,2.033026,0.100385,0.055860,-0.018725,-0.228057,0.080164,0.044986,0.008332,-0.015406,-0.110651,0.090492,-0.062762,0.015069,0.005369,0.021550,0.008309,0.012600,0.008528,0.045122,0.002896,0.010801,0.022668,0.038077,0.007804,0.023671,0.094910,0.003296,0.388974,0.090871,0.037842,0.593213,0.010409,0.176779,2.869531,1.001274,0.896831,0.487809,0.374364,0.325450,0.340753,0.218368,0.227716,0.211332,0.194206,0.194019,0.194935,0.022498,0.008337,0.016693,0.006861,0.014828,0.009770,0.039384,0.004347,0.013855,0.023596,0.021987,0.010875,0.011483,240.000000,0.114754,speechEmotion
0.170495,0.014604,2.953104,0.256188,0.216719,1.253171,0.016413,0.295564,-28.036982,1.183937,-0.163832,0.159470,-0.147908,-0.258377,0.246271,-0.008030,-0.165820,-0.023818,-0.168784,0.085959,-0.210009,0.012601,0.012822,0.016820,0.007465,0.012610,0.009216,0.026716,0.004041,0.007384,0.022208,0.019776,0.006747,0.019481,0.126603,0.024880,0.335327,0.099583,0.044138,0.728893,0.013969,0.224886,2.727186,1.288758,0.856308,0.566836,0.533145,0.468409,0.376178,0.329253,0.321138,0.286248,0.325760,0.384308,0.305139,0.017549,0.019296,0.020164,0.008031,0.015611,0.013443,0.040039,0.005454,0.010280,0.024477,0.023292,0.011280,0.012242,133.333333,0.094488,speechEmotion
